attack,fix_size,mem_available,mem_cached,mem_free,mem_inactive,memswap_free,memswap_total
1,4708106240,474914816,508821504,474914816,260730880,645918720,645918720
1,4708106240,469323776,509050880,469323776,260628480,645918720,645918720
1,4708106240,463884288,508981248,463884288,260640768,645918720,645918720
1,4708106240,457641984,508981248,457641984,260640768,645918720,645918720
1,4708106240,453345280,508981248,453345280,260640768,645918720,645918720
1,4708106240,448880640,508985344,448880640,260644864,645918720,645918720
1,4708106240,444407808,508985344,444407808,260640768,645918720,645918720
1,4708106240,441335808,508985344,441335808,260640768,645918720,645918720
1,4708106240,438755328,508985344,438755328,260640768,645918720,645918720
1,4708106240,427069440,509054976,427069440,260661248,645918720,645918720
1,4708106240,425889792,509112320,425889792,260644864,645918720,645918720
1,4708106240,422100992,509186048,422100992,260640768,645918720,645918720
1,4708106240,420814848,509247488,420814848,260661248,645918720,645918720
1,4708106240,417746944,509415424,417746944,260661248,645918720,645918720
1,4708106240,417173504,509517824,417173504,260644864,645918720,645918720
1,4708106240,416763904,509558784,416763904,260657152,645918720,645918720
1,4708106240,416522240,509636608,416522240,260657152,645918720,645918720
1,4708106240,416153600,509739008,416153600,260644864,645918720,645918720
1,4708106240,413364224,509751296,413364224,260661248,645918720,645918720
1,4708106240,1063665664,508686336,1063665664,260599808,645918720,645918720
1,4708106240,1064509440,508559360,1064509440,260591616,645918720,645918720
1,4708106240,1064534016,508555264,1064534016,260595712,645918720,645918720
1,4708106240,1064620032,508555264,1064620032,260595712,645918720,645918720
1,4708106240,1064509440,508555264,1064509440,260591616,645918720,645918720
1,4708106240,1064771584,508555264,1064771584,260591616,645918720,645918720
1,4708106240,1064656896,508555264,1064656896,260591616,645918720,645918720
1,4708106240,1064538112,508559360,1064538112,260595712,645918720,645918720
1,4708106240,1064538112,508559360,1064538112,260591616,645918720,645918720
1,4708106240,1063628800,508559360,1063628800,260591616,645918720,645918720
1,4708106240,1038774272,508559360,1038774272,260591616,645918720,645918720
1,4708106240,976433152,508596224,976433152,260624384,645918720,645918720
1,4708106240,933834752,508596224,933834752,260624384,645918720,645918720
1,4708106240,899399680,508596224,899399680,260624384,645918720,645918720
1,4708106240,837046272,508600320,837046272,260628480,645918720,645918720
1,4708106240,789127168,508600320,789127168,260624384,645918720,645918720
1,4708106240,746573824,508600320,746573824,260624384,645918720,645918720
1,4708106240,690872320,508604416,690872320,260521984,645918720,645918720
1,4708106240,635740160,508608512,635740160,260628480,645918720,645918720
1,4708106240,626978816,508608512,626978816,260624384,645918720,645918720
1,4708106240,630046720,508608512,630046720,260624384,645918720,645918720
1,4708106240,627175424,508624896,627175424,260599808,645918720,645918720
1,4708106240,621182976,508649472,621182976,260599808,645918720,645918720
1,4708106240,561463296,508628992,561463296,260624384,645918720,645918720
1,4708106240,552902656,508628992,552902656,260624384,645918720,645918720
1,4708106240,548585472,508628992,548585472,260624384,645918720,645918720
1,4708106240,542871552,508633088,542871552,260628480,645918720,645918720
1,4708106240,493338624,508633088,493338624,260624384,645918720,645918720
1,4708106240,487690240,508641280,487690240,260624384,645918720,645918720
1,4708106240,481353728,508649472,481353728,260624384,645918720,645918720
1,4708106240,477417472,508649472,477417472,260624384,645918720,645918720
1,4708106240,471592960,508919808,471592960,260628480,645918720,645918720
1,4708106240,467484672,509149184,467484672,260640768,645918720,645918720
1,4708106240,459595776,509149184,459595776,260640768,645918720,645918720
1,4708106240,455356416,509149184,455356416,260640768,645918720,645918720
1,4708106240,452124672,509153280,452124672,260644864,645918720,645918720
1,4708106240,445833216,509153280,445833216,260640768,645918720,645918720
1,4708106240,441229312,509153280,441229312,260640768,645918720,645918720
1,4708106240,438075392,509194240,438075392,260657152,645918720,645918720
1,4708106240,425873408,509251584,425873408,260657152,645918720,645918720
1,4708106240,424022016,509390848,424022016,260644864,645918720,645918720
1,4708106240,421163008,509472768,421163008,260644864,645918720,645918720
1,4708106240,419258368,509456384,419258368,260644864,645918720,645918720
1,4708106240,418504704,509591552,418504704,260648960,645918720,645918720
1,4708106240,413503488,509710336,413503488,260644864,645918720,645918720
1,4708106240,412930048,509771776,412930048,260644864,645918720,645918720
1,4708106240,412827648,509812736,412827648,260644864,645918720,645918720
1,4708106240,411987968,509861888,411987968,260673536,645918720,645918720
1,4708106240,409423872,509906944,409423872,260657152,645918720,645918720
1,4708106240,1064390656,508686336,1064390656,260640768,645918720,645918720
1,4708106240,1064251392,508604416,1064251392,260591616,645918720,645918720
1,4708106240,1064263680,508608512,1064263680,260595712,645918720,645918720
1,4708106240,1064665088,508608512,1064665088,260591616,645918720,645918720
1,4708106240,1064181760,508608512,1064181760,260591616,645918720,645918720
1,4708106240,1064181760,508608512,1064181760,260591616,645918720,645918720
1,4708106240,1064185856,508612608,1064185856,260595712,645918720,645918720
1,4708106240,1064185856,508612608,1064185856,260591616,645918720,645918720
1,4708106240,1064185856,508612608,1064185856,260591616,645918720,645918720
1,4708106240,1063878656,508645376,1063878656,260624384,645918720,645918720
1,4708106240,1011920896,508649472,1011920896,260628480,645918720,645918720
1,4708106240,962134016,508674048,962134016,260624384,645918720,645918720
1,4708106240,911511552,508665856,911511552,260624384,645918720,645918720
1,4708106240,872103936,508665856,872103936,260624384,645918720,645918720
1,4708106240,809476096,508669952,809476096,260628480,645918720,645918720
1,4708106240,776634368,508669952,776634368,260624384,645918720,645918720
1,4708106240,730845184,508669952,730845184,260624384,645918720,645918720
1,4708106240,696987648,508686336,696987648,260648960,645918720,645918720
1,4708106240,639340544,508678144,639340544,260628480,645918720,645918720
1,4708106240,628289536,508678144,628289536,260624384,645918720,645918720
1,4708106240,620380160,508678144,620380160,260571136,645918720,645918720
1,4708106240,613883904,508678144,613883904,260624384,645918720,645918720
1,4708106240,602836992,508698624,602836992,260628480,645918720,645918720
1,4708106240,548466688,508698624,548466688,260624384,645918720,645918720
1,4708106240,542986240,508698624,542986240,260624384,645918720,645918720
1,4708106240,537333760,508698624,537333760,260624384,645918720,645918720
1,4708106240,531435520,508702720,531435520,260628480,645918720,645918720
1,4708106240,484442112,508702720,484442112,260624384,645918720,645918720
1,4708106240,479330304,508702720,479330304,260624384,645918720,645918720
1,4708106240,473767936,508702720,473767936,260624384,645918720,645918720
1,4708106240,468865024,508706816,468865024,260628480,645918720,645918720
1,4708106240,465166336,508952576,465166336,260628480,645918720,645918720
1,4708106240,457797632,509038592,457797632,260624384,645918720,645918720
1,4708106240,452972544,509095936,452972544,260640768,645918720,645918720
1,4708106240,445984768,509095936,445984768,260640768,645918720,645918720
1,4708106240,442224640,509100032,442224640,260644864,645918720,645918720
1,4708106240,439050240,509100032,439050240,260640768,645918720,645918720
1,4708106240,434728960,509100032,434728960,260640768,645918720,645918720
1,4708106240,429883392,509100032,429883392,260640768,645918720,645918720
1,4708106240,427122688,509112320,427122688,260653056,645918720,645918720
1,4708106240,425213952,509161472,425213952,260640768,645918720,645918720
1,4708106240,415547392,509304832,415547392,260657152,645918720,645918720
1,4708106240,414588928,509362176,414588928,260640768,645918720,645918720
1,4708106240,413364224,509362176,413364224,260644864,645918720,645918720
1,4708106240,412700672,509489152,412700672,260640768,645918720,645918720
1,4708106240,412049408,509599744,412049408,260653056,645918720,645918720
1,4708106240,410869760,509677568,410869760,260653056,645918720,645918720
1,4708106240,410251264,509718528,410251264,260644864,645918720,645918720
1,4708106240,409333760,509771776,409333760,260648960,645918720,645918720
1,4708106240,409186304,509804544,409186304,260657152,645918720,645918720
1,4708106240,408875008,509870080,408875008,260661248,645918720,645918720
1,4708106240,408920064,509116416,408920064,260653056,645918720,645918720
1,4708106240,1064034304,508661760,1064034304,260591616,645918720,645918720
1,4708106240,1064050688,508653568,1064050688,260591616,645918720,645918720
1,4708106240,1064054784,508657664,1064054784,260595712,645918720,645918720
1,4708106240,1064091648,508657664,1064091648,260591616,645918720,645918720
1,4708106240,1064296448,508649472,1064296448,260591616,645918720,645918720
1,4708106240,1064189952,508649472,1064189952,260591616,645918720,645918720
1,4708106240,1064341504,508653568,1064341504,260595712,645918720,645918720
1,4708106240,1064099840,508653568,1064099840,260591616,645918720,645918720
1,4708106240,1064099840,508653568,1064099840,260591616,645918720,645918720
1,4708106240,1064099840,508653568,1064099840,260591616,645918720,645918720
1,4708106240,1054212096,508657664,1054212096,260595712,645918720,645918720
1,4708106240,1018949632,508690432,1018949632,260624384,645918720,645918720
1,4708106240,967385088,508690432,967385088,260624384,645918720,645918720
1,4708106240,917147648,508698624,917147648,260624384,645918720,645918720
1,4708106240,885485568,508702720,885485568,260628480,645918720,645918720
1,4708106240,813142016,508702720,813142016,260624384,645918720,645918720
1,4708106240,779153408,508702720,779153408,260624384,645918720,645918720
1,4708106240,730800128,508702720,730800128,260624384,645918720,645918720
1,4708106240,695140352,508706816,695140352,260628480,645918720,645918720
1,4708106240,639221760,508710912,639221760,260628480,645918720,645918720
1,4708106240,624123904,508710912,624123904,260624384,645918720,645918720
1,4708106240,628305920,508710912,628305920,260624384,645918720,645918720
1,4708106240,622702592,508710912,622702592,260595712,645918720,645918720
1,4708106240,608907264,508751872,608907264,260599808,645918720,645918720
1,4708106240,552300544,508731392,552300544,260628480,645918720,645918720
1,4708106240,543916032,508731392,543916032,260624384,645918720,645918720
1,4708106240,548843520,508739584,548843520,260624384,645918720,645918720
1,4708106240,542932992,508739584,542932992,260624384,645918720,645918720
1,4708106240,535371776,508743680,535371776,260628480,645918720,645918720
1,4708106240,489930752,508760064,489930752,260624384,645918720,645918720
1,4708106240,485310464,508760064,485310464,260624384,645918720,645918720
1,4708106240,479805440,508768256,479805440,260624384,645918720,645918720
1,4708106240,474992640,508772352,474992640,260628480,645918720,645918720
1,4708106240,469745664,509120512,469745664,260624384,645918720,645918720
1,4708106240,465084416,509079552,465084416,260640768,645918720,645918720
1,4708106240,458055680,509079552,458055680,260640768,645918720,645918720
1,4708106240,453574656,509083648,453574656,260644864,645918720,645918720
1,4708106240,450805760,509083648,450805760,260640768,645918720,645918720
1,4708106240,446611456,509083648,446611456,260640768,645918720,645918720
1,4708106240,443162624,509091840,443162624,260648960,645918720,645918720
1,4708106240,439656448,509145088,439656448,260640768,645918720,645918720
1,4708106240,436404224,509194240,436404224,260648960,645918720,645918720
1,4708106240,424095744,509259776,424095744,260657152,645918720,645918720
1,4708106240,422494208,509329408,422494208,260653056,645918720,645918720
1,4708106240,413179904,509390848,413179904,260644864,645918720,645918720
1,4708106240,412205056,509431808,412205056,260640768,645918720,645918720
1,4708106240,411148288,509558784,411148288,260640768,645918720,645918720
1,4708106240,410427392,509661184,410427392,260648960,645918720,645918720
1,4708106240,410005504,509751296,410005504,260648960,645918720,645918720
1,4708106240,409296896,509796352,409296896,260644864,645918720,645918720
1,4708106240,408850432,509853696,408850432,260669440,645918720,645918720
1,4708106240,408510464,509911040,408510464,260661248,645918720,645918720
1,4708106240,1063743488,508710912,1063743488,260591616,645918720,645918720
1,4708106240,1063784448,508698624,1063784448,260591616,645918720,645918720
1,4708106240,1063628800,508698624,1063628800,260591616,645918720,645918720
1,4708106240,1063624704,508702720,1063624704,260595712,645918720,645918720
1,4708106240,1063624704,508702720,1063624704,260591616,645918720,645918720
1,4708106240,1063739392,508702720,1063739392,260591616,645918720,645918720
1,4708106240,1063751680,508702720,1063751680,260591616,645918720,645918720
1,4708106240,1063755776,508706816,1063755776,260595712,645918720,645918720
1,4708106240,1063055360,508706816,1063055360,260591616,645918720,645918720
1,4708106240,1011634176,508739584,1011634176,260624384,645918720,645918720
1,4708106240,961892352,508739584,961892352,260624384,645918720,645918720
1,4708106240,910876672,508702720,910876672,260628480,645918720,645918720
1,4708106240,874131456,508694528,874131456,260624384,645918720,645918720
1,4708106240,825053184,508694528,825053184,260624384,645918720,645918720
1,4708106240,781336576,508694528,781336576,260624384,645918720,645918720
1,4708106240,725286912,508698624,725286912,260628480,645918720,645918720
1,4708106240,684277760,508702720,684277760,260620288,645918720,645918720
1,4708106240,639258624,508702720,639258624,260624384,645918720,645918720
1,4708106240,631754752,508702720,631754752,260624384,645918720,645918720
1,4708106240,627871744,508706816,627871744,260628480,645918720,645918720
1,4708106240,624685056,508702720,624685056,260599808,645918720,645918720
1,4708106240,609533952,508706816,609533952,260624384,645918720,645918720
1,4708106240,555622400,508764160,555622400,260624384,645918720,645918720
1,4708106240,557137920,508768256,557137920,260628480,645918720,645918720
1,4708106240,551243776,508776448,551243776,260624384,645918720,645918720
1,4708106240,537808896,508776448,537808896,260624384,645918720,645918720
1,4708106240,489582592,508776448,489582592,260624384,645918720,645918720
1,4708106240,481103872,508796928,481103872,260628480,645918720,645918720
1,4708106240,475144192,508796928,475144192,260624384,645918720,645918720
1,4708106240,464863232,509030400,464863232,260624384,645918720,645918720
1,4708106240,458227712,509284352,458227712,260640768,645918720,645918720
1,4708106240,449220608,509288448,449220608,260644864,645918720,645918720
1,4708106240,445009920,509288448,445009920,260640768,645918720,645918720
1,4708106240,439713792,509288448,439713792,260640768,645918720,645918720
1,4708106240,433180672,509288448,433180672,260640768,645918720,645918720
1,4708106240,429522944,509292544,429522944,260644864,645918720,645918720
1,4708106240,426258432,509308928,426258432,260661248,645918720,645918720
1,4708106240,424194048,509427712,424194048,260640768,645918720,645918720
1,4708106240,414228480,509423616,414228480,260640768,645918720,645918720
1,4708106240,412827648,509575168,412827648,260640768,645918720,645918720
1,4708106240,410107904,509526016,410107904,260653056,645918720,645918720
1,4708106240,408272896,509620224,408272896,260640768,645918720,645918720
1,4708106240,407388160,509739008,407388160,260657152,645918720,645918720
1,4708106240,406679552,509816832,406679552,260640768,645918720,645918720
1,4708106240,406335488,509861888,406335488,260648960,645918720,645918720
1,4708106240,405991424,509935616,405991424,260661248,645918720,645918720
1,4708106240,405491712,510038016,405491712,260644864,645918720,645918720
1,4708106240,402976768,510038016,402976768,260657152,645918720,645918720
1,4708106240,1062510592,508977152,1062510592,260603904,645918720,645918720
1,4708106240,1063575552,508760064,1063575552,260591616,645918720,645918720
1,4708106240,1063579648,508751872,1063579648,260591616,645918720,645918720
1,4708106240,1063579648,508751872,1063579648,260591616,645918720,645918720
1,4708106240,1063936000,508755968,1063936000,260591616,645918720,645918720
1,4708106240,1063444480,508755968,1063444480,260591616,645918720,645918720
1,4708106240,1064079360,508755968,1064079360,260591616,645918720,645918720
1,4708106240,1063444480,508755968,1063444480,260591616,645918720,645918720
1,4708106240,1063460864,508760064,1063460864,260595712,645918720,645918720
1,4708106240,1062752256,508760064,1062752256,260591616,645918720,645918720
1,4708106240,1037729792,508792832,1037729792,260624384,645918720,645918720
1,4708106240,982720512,508792832,982720512,260624384,645918720,645918720
1,4708106240,953491456,508796928,953491456,260628480,645918720,645918720
1,4708106240,906919936,508796928,906919936,260624384,645918720,645918720
1,4708106240,869310464,508796928,869310464,260624384,645918720,645918720
1,4708106240,815677440,508796928,815677440,260624384,645918720,645918720
1,4708106240,778821632,508801024,778821632,260628480,645918720,645918720
1,4708106240,726228992,508801024,726228992,260624384,645918720,645918720
1,4708106240,687075328,508805120,687075328,260620288,645918720,645918720
1,4708106240,637321216,508805120,637321216,260624384,645918720,645918720
1,4708106240,624263168,508809216,624263168,260628480,645918720,645918720
1,4708106240,618430464,508809216,618430464,260624384,645918720,645918720
1,4708106240,616550400,508805120,616550400,260599808,645918720,645918720
1,4708106240,613175296,508809216,613175296,260624384,645918720,645918720
1,4708106240,552378368,508829696,552378368,260628480,645918720,645918720
1,4708106240,553517056,508829696,553517056,260624384,645918720,645918720
1,4708106240,548028416,508829696,548028416,260624384,645918720,645918720
1,4708106240,543055872,508829696,543055872,260624384,645918720,645918720
1,4708106240,536748032,508833792,536748032,260628480,645918720,645918720
1,4708106240,488452096,508850176,488452096,260624384,645918720,645918720
1,4708106240,482189312,508850176,482189312,260624384,645918720,645918720
1,4708106240,476905472,508858368,476905472,260624384,645918720,645918720
1,4708106240,471842816,509095936,471842816,260628480,645918720,645918720
1,4708106240,467435520,509370368,467435520,260628480,645918720,645918720
1,4708106240,462012416,509341696,462012416,260640768,645918720,645918720
1,4708106240,456142848,509341696,456142848,260640768,645918720,645918720
1,4708106240,452210688,509341696,452210688,260640768,645918720,645918720
1,4708106240,446935040,509345792,446935040,260644864,645918720,645918720
1,4708106240,442535936,509345792,442535936,260640768,645918720,645918720
1,4708106240,438431744,509345792,438431744,260640768,645918720,645918720
1,4708106240,436072448,509403136,436072448,260644864,645918720,645918720
1,4708106240,424665088,509456384,424665088,260648960,645918720,645918720
1,4708106240,421826560,509583360,421826560,260640768,645918720,645918720
1,4708106240,417882112,509657088,417882112,260640768,645918720,645918720
1,4708106240,416079872,509648896,416079872,260644864,645918720,645918720
1,4708106240,415571968,509804544,415571968,260640768,645918720,645918720
1,4708106240,414896128,509882368,414896128,260644864,645918720,645918720
1,4708106240,414461952,509935616,414461952,260644864,645918720,645918720
1,4708106240,414138368,510013440,414138368,260669440,645918720,645918720
1,4708106240,413843456,510009344,413843456,260640768,645918720,645918720
1,4708106240,413409280,510087168,413409280,260677632,645918720,645918720
1,4708106240,415813632,509472768,415813632,260653056,645918720,645918720
1,4708106240,1063104512,508932096,1063104512,260644864,645918720,645918720
1,4708106240,1063006208,508833792,1063006208,260591616,645918720,645918720
1,4708106240,1063006208,508833792,1063006208,260591616,645918720,645918720
1,4708106240,1063206912,508833792,1063206912,260591616,645918720,645918720
1,4708106240,1063104512,508837888,1063104512,260595712,645918720,645918720
1,4708106240,1063366656,508837888,1063366656,260591616,645918720,645918720
1,4708106240,1063010304,508837888,1063010304,260591616,645918720,645918720
1,4708106240,1063010304,508837888,1063010304,260591616,645918720,645918720
1,4708106240,1052024832,508841984,1052024832,260595712,645918720,645918720
1,4708106240,1020096512,508874752,1020096512,260624384,645918720,645918720
1,4708106240,967122944,508874752,967122944,260624384,645918720,645918720
1,4708106240,918183936,508891136,918183936,260624384,645918720,645918720
1,4708106240,886292480,508895232,886292480,260628480,645918720,645918720
1,4708106240,816676864,508895232,816676864,260624384,645918720,645918720
1,4708106240,778432512,508895232,778432512,260624384,645918720,645918720
1,4708106240,725483520,508895232,725483520,260624384,645918720,645918720
1,4708106240,679665664,508932096,679665664,260591616,645918720,645918720
1,4708106240,633434112,508903424,633434112,260624384,645918720,645918720
1,4708106240,623591424,508903424,623591424,260624384,645918720,645918720
1,4708106240,630284288,508903424,630284288,260091904,645918720,645918720
1,4708106240,627347456,508907520,627347456,260628480,645918720,645918720
1,4708106240,569008128,508895232,569008128,260628480,645918720,645918720
1,4708106240,560910336,508923904,560910336,260624384,645918720,645918720
1,4708106240,552259584,508923904,552259584,260624384,645918720,645918720
1,4708106240,548073472,509079552,548073472,260624384,645918720,645918720
1,4708106240,499355648,509083648,499355648,260628480,645918720,645918720
1,4708106240,493555712,509083648,493555712,260624384,645918720,645918720
1,4708106240,486244352,509083648,486244352,260624384,645918720,645918720
1,4708106240,480776192,509067264,480776192,260624384,645918720,645918720
1,4708106240,475205632,509304832,475205632,260628480,645918720,645918720
1,4708106240,468320256,509530112,468320256,260624384,645918720,645918720
1,4708106240,459685888,509468672,459685888,260640768,645918720,645918720
1,4708106240,456151040,509468672,456151040,260640768,645918720,645918720
1,4708106240,450949120,509472768,450949120,260644864,645918720,645918720
1,4708106240,445517824,509472768,445517824,260640768,645918720,645918720
1,4708106240,442212352,509476864,442212352,260644864,645918720,645918720
1,4708106240,438657024,509534208,438657024,260644864,645918720,645918720
1,4708106240,436674560,509583360,436674560,260640768,645918720,645918720
1,4708106240,426696704,509657088,426696704,260648960,645918720,645918720
1,4708106240,424767488,509722624,424767488,260657152,645918720,645918720
1,4708106240,419106816,509779968,419106816,260648960,645918720,645918720
1,4708106240,418017280,509833216,418017280,260653056,645918720,645918720
1,4708106240,417198080,509927424,417198080,260640768,645918720,645918720
1,4708106240,415227904,510038016,415227904,260648960,645918720,645918720
1,4708106240,414908416,510099456,414908416,260648960,645918720,645918720
1,4708106240,414445568,510148608,414445568,260648960,645918720,645918720
1,4708106240,414113792,510205952,414113792,260657152,645918720,645918720
1,4708106240,411533312,510251008,411533312,260653056,645918720,645918720
1,4708106240,1062686720,509177856,1062686720,260640768,645918720,645918720
1,4708106240,1062576128,509075456,1062576128,260595712,645918720,645918720
1,4708106240,1061994496,509075456,1061994496,260591616,645918720,645918720
1,4708106240,1036509184,509104128,1036509184,260624384,645918720,645918720
1,4708106240,975036416,509104128,975036416,260624384,645918720,645918720
1,4708106240,934424576,509108224,934424576,260628480,645918720,645918720
1,4708106240,897400832,509108224,897400832,260624384,645918720,645918720
1,4708106240,840048640,509108224,840048640,260624384,645918720,645918720
1,4708106240,797995008,509108224,797995008,260624384,645918720,645918720
1,4708106240,769417216,509046784,769417216,260628480,645918720,645918720
1,4708106240,720560128,509046784,720560128,260624384,645918720,645918720
1,4708106240,684204032,509022208,684204032,260632576,645918720,645918720
1,4708106240,641978368,509050880,641978368,260624384,645918720,645918720
1,4708106240,626556928,509054976,626556928,260354048,645918720,645918720
1,4708106240,623022080,509054976,623022080,260624384,645918720,645918720
1,4708106240,612544512,509071360,612544512,260628480,645918720,645918720
1,4708106240,550887424,509071360,550887424,260624384,645918720,645918720
1,4708106240,540356608,509075456,540356608,260628480,645918720,645918720
1,4708106240,536604672,509075456,536604672,260628480,645918720,645918720
1,4708106240,529563648,509075456,529563648,260624384,645918720,645918720
1,4708106240,482607104,509083648,482607104,260624384,645918720,645918720
1,4708106240,475848704,509095936,475848704,260628480,645918720,645918720
1,4708106240,469979136,509095936,469979136,260624384,645918720,645918720
1,4708106240,465272832,509362176,465272832,260624384,645918720,645918720
1,4708106240,455659520,509493248,455659520,260640768,645918720,645918720
1,4708106240,448016384,509489152,448016384,260644864,645918720,645918720
1,4708106240,443170816,509489152,443170816,260640768,645918720,645918720
1,4708106240,439398400,509489152,439398400,260640768,645918720,645918720
1,4708106240,433516544,509489152,433516544,260640768,645918720,645918720
1,4708106240,430055424,509493248,430055424,260644864,645918720,645918720
1,4708106240,426717184,509517824,426717184,260648960,645918720,645918720
1,4708106240,424361984,509575168,424361984,260648960,645918720,645918720
1,4708106240,414146560,509640704,414146560,260657152,645918720,645918720
1,4708106240,412909568,509702144,412909568,260644864,645918720,645918720
1,4708106240,408174592,509775872,408174592,260640768,645918720,645918720
1,4708106240,405385216,509792256,405385216,260657152,645918720,645918720
1,4708106240,404271104,509898752,404271104,260657152,645918720,645918720
1,4708106240,403234816,509976576,403234816,260644864,645918720,645918720
1,4708106240,402628608,510070784,402628608,260653056,645918720,645918720
1,4708106240,402296832,510132224,402296832,260644864,645918720,645918720
1,4708106240,402055168,510160896,402055168,260648960,645918720,645918720
1,4708106240,401707008,510210048,401707008,260665344,645918720,645918720
1,4708106240,403636224,509554688,403636224,260653056,645918720,645918720
1,4708106240,1062338560,509145088,1062338560,260640768,645918720,645918720
1,4708106240,1062756352,509075456,1062756352,260591616,645918720,645918720
1,4708106240,1062248448,509079552,1062248448,260595712,645918720,645918720
1,4708106240,1050001408,509079552,1050001408,260591616,645918720,645918720
1,4708106240,1016365056,509112320,1016365056,260624384,645918720,645918720
1,4708106240,965500928,509112320,965500928,260624384,645918720,645918720
1,4708106240,920641536,509132800,920641536,260628480,645918720,645918720
1,4708106240,885383168,509132800,885383168,260624384,645918720,645918720
1,4708106240,832937984,509132800,832937984,260624384,645918720,645918720
1,4708106240,783392768,509132800,783392768,260624384,645918720,645918720
1,4708106240,747618304,509132800,747618304,260624384,645918720,645918720
1,4708106240,695029760,509136896,695029760,260456448,645918720,645918720
1,4708106240,635625472,509128704,635625472,260579328,645918720,645918720
1,4708106240,623452160,509140992,623452160,260624384,645918720,645918720
1,4708106240,625266688,509140992,625266688,260624384,645918720,645918720
1,4708106240,621453312,509186048,621453312,260628480,645918720,645918720
1,4708106240,588824576,509145088,588824576,260624384,645918720,645918720
1,4708106240,556564480,509161472,556564480,260624384,645918720,645918720
1,4708106240,549961728,509161472,549961728,260624384,645918720,645918720
1,4708106240,543944704,509165568,543944704,260628480,645918720,645918720
1,4708106240,537858048,509165568,537858048,260624384,645918720,645918720
1,4708106240,488132608,509165568,488132608,260624384,645918720,645918720
1,4708106240,483131392,509169664,483131392,260628480,645918720,645918720
1,4708106240,475365376,509169664,475365376,260624384,645918720,645918720
1,4708106240,471822336,509104128,471822336,260624384,645918720,645918720
1,4708106240,465346560,509370368,465346560,260624384,645918720,645918720
1,4708106240,459018240,509505536,459018240,260644864,645918720,645918720
1,4708106240,450895872,509505536,450895872,260640768,645918720,645918720
1,4708106240,446832640,509505536,446832640,260640768,645918720,645918720
1,4708106240,443801600,509505536,443801600,260640768,645918720,645918720
1,4708106240,440324096,509509632,440324096,260644864,645918720,645918720
1,4708106240,434397184,509509632,434397184,260640768,645918720,645918720
1,4708106240,431210496,509550592,431210496,260657152,645918720,645918720
1,4708106240,429248512,509591552,429248512,260640768,645918720,645918720
1,4708106240,419414016,509702144,419414016,260661248,645918720,645918720
1,4708106240,417947648,509734912,417947648,260657152,645918720,645918720
1,4708106240,408969216,509792256,408969216,260640768,645918720,645918720
1,4708106240,407629824,509894656,407629824,260644864,645918720,645918720
1,4708106240,406835200,509915136,406835200,260657152,645918720,645918720
1,4708106240,406278144,510017536,406278144,260648960,645918720,645918720
1,4708106240,404045824,510128128,404045824,260653056,645918720,645918720
1,4708106240,403861504,510185472,403861504,260644864,645918720,645918720
1,4708106240,403218432,510226432,403218432,260644864,645918720,645918720
1,4708106240,400809984,510304256,400809984,260685824,645918720,645918720
1,4708106240,403820544,509640704,403820544,260657152,645918720,645918720
1,4708106240,1062367232,509132800,1062367232,260591616,645918720,645918720
1,4708106240,1062342656,509120512,1062342656,260591616,645918720,645918720
1,4708106240,1062346752,509124608,1062346752,260595712,645918720,645918720
1,4708106240,1046286336,509165568,1046286336,260620288,645918720,645918720
1,4708106240,986972160,509157376,986972160,260624384,645918720,645918720
1,4708106240,949776384,509157376,949776384,260624384,645918720,645918720
1,4708106240,903483392,509161472,903483392,260628480,645918720,645918720
1,4708106240,857153536,509161472,857153536,260628480,645918720,645918720
1,4708106240,796807168,509161472,796807168,260624384,645918720,645918720
1,4708106240,770387968,509161472,770387968,260624384,645918720,645918720
1,4708106240,718065664,509161472,718065664,260624384,645918720,645918720
1,4708106240,686350336,509140992,686350336,260648960,645918720,645918720
1,4708106240,629772288,509169664,629772288,260624384,645918720,645918720
1,4708106240,627163136,509169664,627163136,260624384,645918720,645918720
1,4708106240,620404736,509169664,620404736,259825664,645918720,645918720
1,4708106240,616468480,509173760,616468480,260624384,645918720,645918720
1,4708106240,607133696,509190144,607133696,260624384,645918720,645918720
1,4708106240,550727680,509190144,550727680,260624384,645918720,645918720
1,4708106240,544600064,509194240,544600064,260628480,645918720,645918720
1,4708106240,538906624,509194240,538906624,260624384,645918720,645918720
1,4708106240,532877312,509194240,532877312,260624384,645918720,645918720
1,4708106240,488828928,509194240,488828928,260624384,645918720,645918720
1,4708106240,483168256,509206528,483168256,260628480,645918720,645918720
1,4708106240,476307456,509214720,476307456,260624384,645918720,645918720
1,4708106240,471355392,509214720,471355392,260624384,645918720,645918720
1,4708106240,465510400,509480960,465510400,260624384,645918720,645918720
1,4708106240,461275136,509714432,461275136,260644864,645918720,645918720
1,4708106240,452878336,509714432,452878336,260640768,645918720,645918720
1,4708106240,449851392,509714432,449851392,260640768,645918720,645918720
1,4708106240,446672896,509714432,446672896,260640768,645918720,645918720
1,4708106240,442228736,509718528,442228736,260644864,645918720,645918720
1,4708106240,437645312,509718528,437645312,260640768,645918720,645918720
1,4708106240,434769920,509775872,434769920,260640768,645918720,645918720
1,4708106240,424419328,509849600,424419328,260644864,645918720,645918720
1,4708106240,421425152,509898752,421425152,260640768,645918720,645918720
1,4708106240,416563200,509968384,416563200,260657152,645918720,645918720
1,4708106240,415092736,510021632,415092736,260644864,645918720,645918720
